OrderID;OrderDate;OrderRequiredDate;OrderShippedDate;OrderShipVia;OrderFreight;OrderShipName;OrderShipAddress;OrderShipCity;OrderShipRegion;OrderShipPostalCode;OrderShipCountry;CustomerID;CustCompanyName;CustContactName;CustContactTitle;CustAddress;CustCity;CustRegion;CustPostalCode;CustCountry;CustPhone;CustFax;EmployeeID;EmployeeLastName;EmployeeFirstName;EmployeeTitle;EmployeeTitleOfCourtesy;EmployeeBirthDate;EmployeeHireDate;EmployeeAddress;EmployeeCity;EmployeeRegion;EmployeePostalCode;EmployeeCountry;EmployeeHomePhone;EmployeeExtension;EmployeeNotes;EmployeeReportsTo;UnitPrice;Quantity;Discount;ProductID;ProductName;ProductSupplierID;ProductQuantityPerUnit;ProductUnitPrice;ProductUnitsInStock;ProductUnitsOnOrder;ProductReorderLevel;ProductDiscontinued;SupplierID;SupplierCompanyName;SupplierContactName;SupplierContactTitle;SupplierAddress;SupplierCity;SupplierRegion;SupplierPostalCode;SupplierCountry;SupplierPhone;SupplierFax;CategoryID;CategoryName;Description
10397;27-12-2019;24-01-2020;02-01-2020;1;60,26;Princesa Isabel Vinhos;Estrada da sa�de n. 58;Lisboa;;1756;Portugal;PRINI;Princesa Isabel Vinhos;Isabel de Castro;Sales Representative;Estrada da sa�de n. 58;Lisboa;;1756;Portugal;(1) 356-5634;;5;Buchanan;Steven;Sales Manager;Mr.;04-03-1955;17-10-1993;14 Garrett Hill;London;;SW1 8JR;UK;(71) 555-4848;3453;"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses ""Successful Telemarketing"" and ""International Sales Management.""  He is fluent in French.";2;42,4;18;0,15;51;Manjimup Dried Apples;24;50 - 300 g pkgs.;53;20;0;10;FALSO;24;G'day, Mate;Wendy Mackenzie;Sales Representative;170 Prince Edward Parade Hunter's Hill;Sydney;NSW;2042;Australia;(02) 555-5914;(02) 555-4873;7;Produce;Dried fruit and bean curd
10398;30-12-2019;27-01-2020;09-01-2020;3;89,16;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;ID;83720;USA;(208) 555-8097;;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;14,4;30;0;35;Steeleye Stout;16;24 - 12 oz bottles;18;20;0;15;FALSO;16;Bigfoot Breweries;Cheryl Saylor;Regional Account Rep.;3400 - 8th Avenue Suite 210;Bend;OR;97101;USA;(503) 555-9931;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10398;30-12-2019;27-01-2020;09-01-2020;3;89,16;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;ID;83720;USA;(208) 555-8097;;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;19,2;120;0,1;55;P�t� chinois;25;24 boxes x 2 pies;24;115;0;20;FALSO;25;Ma Maison;Jean-Guy Lauzon;Marketing Manager;2960 Rue St. Laurent;Montr�al;Qu�bec;H1J 1C3;Canada;(514) 555-9022;;6;Meat/Poultry;Prepared meats
10399;31-12-2019;14-01-2020;08-01-2020;3;27,36;Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;VAFFE;Vaffeljernet;Palle Ibsen;Sales Manager;Smagsloget 45;�rhus;;8200;Denmark;86 21 32 43;86 22 33 44;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;10;60;0;68;Scottish Longbreads;8;10 boxes x 8 pieces;12,5;6;10;15;FALSO;8;Specialty Biscuits, Ltd.;Peter Wilson;Sales Representative;29 King's Way;Manchester;;M14 GSD;UK;(161) 555-4448;;3;Confections;Desserts, candies, and sweet breads
10399;31-12-2019;14-01-2020;08-01-2020;3;27,36;Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;VAFFE;Vaffeljernet;Palle Ibsen;Sales Manager;Smagsloget 45;�rhus;;8200;Denmark;86 21 32 43;86 22 33 44;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;17,2;30;0;71;Flotemysost;15;10 - 500 g pkgs.;21,5;26;0;0;FALSO;15;Norske Meierier;Beate Vileid;Marketing Manager;Hatlevegen 5;Sandvika;;1320;Norway;(0)2-953010;;4;Dairy Products;Cheeses
10399;31-12-2019;14-01-2020;08-01-2020;3;27,36;Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;VAFFE;Vaffeljernet;Palle Ibsen;Sales Manager;Smagsloget 45;�rhus;;8200;Denmark;86 21 32 43;86 22 33 44;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;14,4;35;0;76;Lakkalik��ri;23;500 ml;18;57;0;20;FALSO;23;Karkki Oy;Anne Heikkonen;Product Manager;Valtakatu 12;Lappeenranta;;53120;Finland;(953) 10956;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10399;31-12-2019;14-01-2020;08-01-2020;3;27,36;Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;VAFFE;Vaffeljernet;Palle Ibsen;Sales Manager;Smagsloget 45;�rhus;;8200;Denmark;86 21 32 43;86 22 33 44;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;10,4;14;0;77;Original Frankfurter gr�ne So�e;12;12 boxes;13;32;0;15;FALSO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10400;01-01-2020;29-01-2020;16-01-2020;3;83,93;Eastern Connection;35 King George;London;;WX3 6FW;UK;EASTC;Eastern Connection;Ann Devon;Sales Agent;35 King George;London;;WX3 6FW;UK;(171) 555-0297;(171) 555-3373;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;99;21;0;29;Th�ringer Rostbratwurst;12;50 bags x 30 sausgs.;123,79;0;0;0;VERDADERO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;6;Meat/Poultry;Prepared meats
10400;01-01-2020;29-01-2020;16-01-2020;3;83,93;Eastern Connection;35 King George;London;;WX3 6FW;UK;EASTC;Eastern Connection;Ann Devon;Sales Agent;35 King George;London;;WX3 6FW;UK;(171) 555-0297;(171) 555-3373;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;14,4;35;0;35;Steeleye Stout;16;24 - 12 oz bottles;18;20;0;15;FALSO;16;Bigfoot Breweries;Cheryl Saylor;Regional Account Rep.;3400 - 8th Avenue Suite 210;Bend;OR;97101;USA;(503) 555-9931;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10400;01-01-2020;29-01-2020;16-01-2020;3;83,93;Eastern Connection;35 King George;London;;WX3 6FW;UK;EASTC;Eastern Connection;Ann Devon;Sales Agent;35 King George;London;;WX3 6FW;UK;(171) 555-0297;(171) 555-3373;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;16;30;0;49;Maxilaku;23;24 - 50 g pkgs.;20;10;60;15;FALSO;23;Karkki Oy;Anne Heikkonen;Product Manager;Valtakatu 12;Lappeenranta;;53120;Finland;(953) 10956;;3;Confections;Desserts, candies, and sweet breads
10401;01-01-2020;29-01-2020;10-01-2020;1;12,51;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;Paula Wilson;Assistant Sales Representative;2817 Milton Dr.;Albuquerque;NM;87110;USA;(505) 555-5939;(505) 555-3620;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;20,7;18;0;30;Nord-Ost Matjeshering;13;10 - 200 g glasses;25,89;10;0;15;FALSO;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Sven Petersen;Coordinator Foreign Markets;Frahmredder 112a;Cuxhaven;;27478;Germany;(04721) 8713;(04721) 8714;8;Seafood;Seaweed and fish
10401;01-01-2020;29-01-2020;10-01-2020;1;12,51;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;Paula Wilson;Assistant Sales Representative;2817 Milton Dr.;Albuquerque;NM;87110;USA;(505) 555-5939;(505) 555-3620;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;30,4;70;0;56;Gnocchi di nonna Alice;26;24 - 250 g pkgs.;38;21;10;30;FALSO;26;Pasta Buttini s.r.l.;Giovanni Giudici;Order Administrator;Via dei Gelsomini, 153;Salerno;;84100;Italy;(089) 6547665;(089) 6547667;5;Grains/Cereals;Breads, crackers, pasta, and cereal
10401;01-01-2020;29-01-2020;10-01-2020;1;12,51;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;Paula Wilson;Assistant Sales Representative;2817 Milton Dr.;Albuquerque;NM;87110;USA;(505) 555-5939;(505) 555-3620;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;16,8;20;0;65;Louisiana Fiery Hot Pepper Sauce;2;32 - 8 oz bottles;21,05;76;0;0;FALSO;2;New Orleans Cajun Delights;Shelley Burke;Order Administrator;P.O. Box 78934;New Orleans;LA;70117;USA;(100) 555-4822;;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10401;01-01-2020;29-01-2020;10-01-2020;1;12,51;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;Paula Wilson;Assistant Sales Representative;2817 Milton Dr.;Albuquerque;NM;87110;USA;(505) 555-5939;(505) 555-3620;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;17,2;60;0;71;Flotemysost;15;10 - 500 g pkgs.;21,5;26;0;0;FALSO;15;Norske Meierier;Beate Vileid;Marketing Manager;Hatlevegen 5;Sandvika;;1320;Norway;(0)2-953010;;4;Dairy Products;Cheeses
10402;02-01-2020;13-02-2020;10-01-2020;2;67,88;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Roland Mendel;Sales Manager;Kirchgasse 6;Graz;;8010;Austria;7675-3425;7675-3426;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;7,2;60;0;23;Tunnbr�d;9;12 - 250 g pkgs.;9;61;0;25;FALSO;9;PB Kn�ckebr�d AB;Lars Peterson;Sales Agent;Kaloadagatan 13;G�teborg;;S-345 67;Sweden;031-987 65 43;031-987 65 91;5;Grains/Cereals;Breads, crackers, pasta, and cereal
10402;02-01-2020;13-02-2020;10-01-2020;2;67,88;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Roland Mendel;Sales Manager;Kirchgasse 6;Graz;;8010;Austria;7675-3425;7675-3426;8;Callahan;Laura;Inside Sales Coordinator;Ms.;09-01-1958;05-03-1994;4726 - 11th Ave. N.E.;Seattle;WA;98105;USA;(206) 555-1189;2344;Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.;2;35,1;65;0;63;Vegie-spread;7;15 - 625 g jars;43,9;24;0;5;FALSO;7;Pavlova, Ltd.;Ian Devling;Marketing Manager;74 Rose St. Moonie Ponds;Melbourne;Victoria;3058;Australia;(03) 444-2343;(03) 444-6588;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10403;03-01-2020;31-01-2020;09-01-2020;3;73,79;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Roland Mendel;Sales Manager;Kirchgasse 6;Graz;;8010;Austria;7675-3425;7675-3426;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;13,9;21;0,15;16;Pavlova;7;32 - 500 g boxes;17,45;29;0;10;FALSO;7;Pavlova, Ltd.;Ian Devling;Marketing Manager;74 Rose St. Moonie Ponds;Melbourne;Victoria;3058;Australia;(03) 444-2343;(03) 444-6588;3;Confections;Desserts, candies, and sweet breads
10403;03-01-2020;31-01-2020;09-01-2020;3;73,79;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Roland Mendel;Sales Manager;Kirchgasse 6;Graz;;8010;Austria;7675-3425;7675-3426;4;Peacock;Margaret;Sales Representative;Mrs.;19-09-1937;03-05-1993;4110 Old Redmond Rd.;Redmond;WA;98052;USA;(206) 555-8122;5176;Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.;2;10,2;70;0,15;48;Chocolade;22;10 pkgs.;12,75;15;70;25;FALSO;22;Zaanse Snoepfabriek;Dirk Luchte;Accounting Manager;Verkoop Rijnweg 22;Zaandam;;9999 ZZ;Netherlands;(12345) 1212;(12345) 1210;3;Confections;Desserts, candies, and sweet breads
10404;03-01-2020;31-01-2020;08-01-2020;1;155,97;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy;MAGAA;Magazzini Alimentari Riuniti;Giovanni Rovelli;Marketing Manager;Via Ludovico il Moro 22;Bergamo;;24100;Italy;035-640230;035-640231;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;24,9;30;0,05;26;Gumb�r Gummib�rchen;11;100 - 250 g bags;31,23;15;0;0;FALSO;11;Heli S��waren GmbH & Co. KG;Petra Winkler;Sales Manager;Tiergartenstra�e 5;Berlin;;10785;Germany;(010) 9984510;;3;Confections;Desserts, candies, and sweet breads
10404;03-01-2020;31-01-2020;08-01-2020;1;155,97;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy;MAGAA;Magazzini Alimentari Riuniti;Giovanni Rovelli;Marketing Manager;Via Ludovico il Moro 22;Bergamo;;24100;Italy;035-640230;035-640231;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;11,2;40;0,05;42;Singaporean Hokkien Fried Mee;20;32 - 1 kg pkgs.;14;26;0;0;VERDADERO;20;Leka Trading;Chandra Leka;Owner;471 Serangoon Loop, Suite #402;Singapore;;512;Singapore;555-8787;;5;Grains/Cereals;Breads, crackers, pasta, and cereal
10404;03-01-2020;31-01-2020;08-01-2020;1;155,97;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy;MAGAA;Magazzini Alimentari Riuniti;Giovanni Rovelli;Marketing Manager;Via Ludovico il Moro 22;Bergamo;;24100;Italy;035-640230;035-640231;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;16;30;0,05;49;Maxilaku;23;24 - 50 g pkgs.;20;10;60;15;FALSO;23;Karkki Oy;Anne Heikkonen;Product Manager;Valtakatu 12;Lappeenranta;;53120;Finland;(953) 10956;;3;Confections;Desserts, candies, and sweet breads
10405;06-01-2020;03-02-2020;22-01-2020;1;34,82;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;LINOD;LINO-Delicateses;Felipe Izquierdo;Owner;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela;(8) 34-56-12;(8) 34-93-93;1;Davolio;Nancy;Sales Representative;Ms.;08-12-1948;01-05-1992;507 - 20th Ave. E.Apt. 2A;Seattle;WA;98122;USA;(206) 555-9857;5467;"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.";2;8;50;0;3;Aniseed Syrup;1;12 - 550 ml bottles;10;13;70;25;FALSO;1;Exotic Liquids;Charlotte Cooper;Purchasing Manager;49 Gilbert St.;London;;EC1 4SD;UK;(171) 555-2222;;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10406;07-01-2020;18-02-2020;13-01-2020;1;108,04;Queen Cozinha;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;L�cia Carvalho;Marketing Assistant;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;(11) 555-1189;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;14,4;10;0;1;Chai;1;10 boxes x 20 bags;18;39;0;10;FALSO;1;Exotic Liquids;Charlotte Cooper;Purchasing Manager;49 Gilbert St.;London;;EC1 4SD;UK;(171) 555-2222;;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10406;07-01-2020;18-02-2020;13-01-2020;1;108,04;Queen Cozinha;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;L�cia Carvalho;Marketing Assistant;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;(11) 555-1189;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;8;30;0,1;21;Sir Rodney's Scones;8;24 pkgs. x 4 pieces;10;3;40;5;FALSO;8;Specialty Biscuits, Ltd.;Peter Wilson;Sales Representative;29 King's Way;Manchester;;M14 GSD;UK;(161) 555-4448;;3;Confections;Desserts, candies, and sweet breads
10406;07-01-2020;18-02-2020;13-01-2020;1;108,04;Queen Cozinha;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;L�cia Carvalho;Marketing Assistant;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;(11) 555-1189;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;36,4;42;0,1;28;R�ssle Sauerkraut;12;25 - 825 g cans;45,6;26;0;0;VERDADERO;12;Plutzer Lebensmittelgro�m�rkte AG;Martin Bein;International Marketing Mgr.;Bogenallee 51;Frankfurt;;60439;Germany;(069) 992755;;7;Produce;Dried fruit and bean curd
10406;07-01-2020;18-02-2020;13-01-2020;1;108,04;Queen Cozinha;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;L�cia Carvalho;Marketing Assistant;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;(11) 555-1189;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;15,2;5;0,1;36;Inlagd Sill;17;24 - 250 g  jars;19;112;0;20;FALSO;17;Svensk Sj�f�da AB;Michael Bj�rn;Sales Representative;Brovallav�gen 231;Stockholm;;S-123 45;Sweden;08-123 45 67;;8;Seafood;Seaweed and fish
10406;07-01-2020;18-02-2020;13-01-2020;1;108,04;Queen Cozinha;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;L�cia Carvalho;Marketing Assistant;Alameda dos Can�rios, 891;Sao Paulo;SP;05487-020;Brazil;(11) 555-1189;;7;King;Robert;Sales Representative;Mr.;29-05-1960;02-01-1994;Edgeham HollowWinchester Way;London;;RG1 9SP;UK;(71) 555-5598;465;"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.";5;14,7;2;0,1;40;Boston Crab Meat;19;24 - 4 oz tins;18,4;123;0;30;FALSO;19;New England Seafood Cannery;Robb Merchant;Wholesale Account Agent;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;MA;2134;USA;(617) 555-3267;(617) 555-3389;8;Seafood;Seaweed and fish
10407;07-01-2020;04-02-2020;30-01-2020;2;91,48;Ottilies K�seladen;Mehrheimerstr. 369;K�ln;;50739;Germany;OTTIK;Ottilies K�seladen;Henriette Pfalzheim;Owner;Mehrheimerstr. 369;K�ln;;50739;Germany;0221-0644327;0221-0765721;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;16,8;30;0;11;Queso Cabrales;5;1 kg pkg.;21;22;30;30;FALSO;5;Cooperativa de Quesos 'Las Cabras';Antonio del Valle Saavedra;Export Administrator;Calle del Rosal 4;Oviedo;Asturias;33007;Spain;(98) 598 76 54;;4;Dairy Products;Cheeses
10407;07-01-2020;04-02-2020;30-01-2020;2;91,48;Ottilies K�seladen;Mehrheimerstr. 369;K�ln;;50739;Germany;OTTIK;Ottilies K�seladen;Henriette Pfalzheim;Owner;Mehrheimerstr. 369;K�ln;;50739;Germany;0221-0644327;0221-0765721;2;Fuller;Andrew;Vice President, Sales;Dr.;19-02-1952;14-08-1992;908 W. Capital Way;Tacoma;WA;98401;USA;(206) 555-9482;3457;Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.;;28,8;15;0;69;Gudbrandsdalsost;15;10 kg pkg.;36;26;0;15;FALSO;15;Norske Meierier;Beate Vileid;Marketing Manager;Hatlevegen 5;Sandvika;;1320;Norway;(0)2-953010;;4;Dairy Products;Cheeses
